instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
16309,2012-11-17,4,1,11,6,0,6,0,1,0.24,0.2273,0.7,0.2239,21
1649,2011-03-14,1,0,3,6,0,1,1,1,0.26,0.2727,0.65,0.1343,28
11864,2012-05-14,2,1,5,12,0,1,1,2,0.56,0.5303,0.88,0.2836,185
11379,2012-04-24,2,1,4,7,0,2,1,1,0.32,0.303,0.66,0.2836,390
16121,2012-11-09,4,1,11,10,0,5,1,1,0.36,0.3333,0.5,0.3284,197
7991,2011-12-04,4,0,12,14,0,0,0,1,0.42,0.4242,0.62,0.1343,323
7210,2011-11-02,4,0,11,0,0,3,1,1,0.32,0.3485,0.87,0,19
7248,2011-11-03,4,0,11,14,0,4,1,1,0.52,0.5,0.52,0.1642,152
15513,2012-10-13,4,1,10,13,0,6,0,1,0.46,0.4545,0.36,0.194,670
5563,2011-08-24,3,0,8,16,0,3,1,1,0.76,0.697,0.52,0.4179,271
9324,2012-01-29,1,1,1,9,0,0,0,1,0.18,0.197,0.43,0.1343,111
14229,2012-08-21,3,1,8,1,0,2,1,2,0.6,0.5606,0.83,0.1343,33
10316,2012-03-10,1,1,3,21,0,6,0,1,0.3,0.2879,0.39,0.2239,110
15978,2012-11-03,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.3881,328
4115,2011-06-25,3,0,6,8,0,6,0,1,0.7,0.6515,0.48,0.2537,112
15281,2012-10-03,4,1,10,21,0,3,1,2,0.66,0.6212,0.74,0,209
13329,2012-07-14,3,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,591
12636,2012-06-15,2,1,6,16,0,5,1,1,0.72,0.6515,0.37,0.194,558
14674,2012-09-08,3,1,9,14,0,6,0,1,0.82,0.7727,0.52,0.4478,626
1938,2011-03-26,2,0,3,12,0,6,0,1,0.3,0.2879,0.36,0.194,227
10383,2012-03-13,1,1,3,17,0,2,1,1,0.7,0.6364,0.37,0.1045,676
8846,2012-01-09,1,1,1,9,0,1,1,2,0.22,0.2727,0.64,0,197
7808,2011-11-26,4,0,11,22,0,6,0,2,0.38,0.3939,0.76,0,65
11889,2012-05-15,2,1,5,13,0,2,1,3,0.64,0.6061,0.73,0.194,239
5150,2011-08-07,3,0,8,11,0,0,0,1,0.82,0.8333,0.63,0,269
17259,2012-12-26,1,1,12,23,0,3,1,3,0.26,0.2273,0.87,0.2985,10
7698,2011-11-22,4,0,11,8,0,2,1,3,0.38,0.3939,0.94,0.2239,190
447,2011-01-20,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,70
1155,2011-02-20,1,0,2,21,0,0,0,2,0.32,0.3485,0.53,0,56
10351,2012-03-12,1,1,3,9,0,1,1,1,0.38,0.3939,0.54,0.1642,281
15857,2012-10-27,4,1,10,21,0,6,0,2,0.52,0.5,0.72,0.2239,209
8055,2011-12-07,4,0,12,6,0,3,1,3,0.48,0.4697,1,0.4179,18
7738,2011-11-24,4,0,11,0,1,4,0,1,0.32,0.303,0.57,0.2239,23
13569,2012-07-24,3,1,7,13,0,2,1,2,0.84,0.803,0.53,0.2985,273
140,2011-01-07,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,7
8219,2011-12-14,4,0,12,2,0,3,1,1,0.26,0.303,0.75,0,2
11367,2012-04-23,2,1,4,19,0,1,1,2,0.34,0.3182,0.76,0.2239,298
2901,2011-05-05,2,0,5,18,0,4,1,1,0.56,0.5303,0.26,0.2836,520
6929,2011-10-21,4,0,10,7,0,5,1,1,0.36,0.3485,0.71,0.1642,233
9117,2012-01-20,1,1,1,18,0,5,1,2,0.2,0.2273,0.34,0.0896,301
11637,2012-05-05,2,1,5,1,0,6,0,1,0.6,0.5606,0.83,0,107
14516,2012-09-02,3,1,9,0,0,0,0,2,0.66,0.5909,0.89,0.0896,99
15772,2012-10-24,4,1,10,8,0,3,1,2,0.52,0.5,0.83,0.1045,801
10311,2012-03-10,1,1,3,16,0,6,0,1,0.36,0.3636,0.23,0,390
8404,2011-12-21,1,0,12,19,0,3,1,2,0.5,0.4848,0.94,0.3284,209
3885,2011-06-15,2,0,6,18,0,3,1,1,0.72,0.6515,0.32,0.1343,607
15427,2012-10-09,4,1,10,23,0,2,1,2,0.48,0.4697,0.77,0.0896,84
3519,2011-05-31,2,0,5,12,0,2,1,1,0.86,0.803,0.47,0.1343,162
1100,2011-02-18,1,0,2,13,0,5,1,1,0.6,0.6212,0.43,0.194,176
4706,2011-07-19,3,0,7,23,0,2,1,3,0.72,0.697,0.79,0.1642,92
7681,2011-11-21,4,0,11,15,0,1,1,3,0.44,0.4394,0.94,0.2239,108
4491,2011-07-11,3,0,7,0,0,1,1,1,0.7,0.6515,0.65,0.194,35
11550,2012-05-01,2,1,5,10,0,2,1,1,0.62,0.5909,0.78,0.2537,174
14243,2012-08-21,3,1,8,15,0,2,1,1,0.76,0.6667,0.37,0,302
12627,2012-06-15,2,1,6,7,0,5,1,1,0.56,0.5303,0.83,0.1642,430
9366,2012-01-31,1,1,1,3,0,2,1,1,0.3,0.2879,0.45,0.2239,2
11070,2012-04-11,2,1,4,10,0,3,1,2,0.34,0.303,0.49,0.3284,153
5003,2011-08-01,3,0,8,8,0,1,1,1,0.8,0.7273,0.43,0.194,382
16084,2012-11-07,4,1,11,20,0,3,1,2,0.32,0.303,0.49,0.3284,256
11746,2012-05-09,2,1,5,14,0,3,1,2,0.64,0.6212,0.53,0.2537,243
2393,2011-04-14,2,0,4,14,0,4,1,1,0.56,0.5303,0.35,0.0896,137
9899,2012-02-22,1,1,2,11,0,3,1,1,0.36,0.3485,0.66,0.1642,171
8186,2011-12-12,4,0,12,17,0,1,1,2,0.3,0.3333,0.56,0,359
13555,2012-07-23,3,1,7,23,0,1,1,1,0.72,0.6818,0.66,0.1642,114
8598,2011-12-30,1,0,12,0,0,5,1,1,0.28,0.2879,0.7,0.1343,30
5672,2011-08-29,3,0,8,18,0,1,1,1,0.66,0.6212,0.47,0.2537,547
5525,2011-08-23,3,0,8,2,0,2,1,1,0.56,0.5303,0.52,0.194,6
1859,2011-03-23,2,0,3,5,0,3,1,3,0.32,0.3182,0.87,0.194,10
10629,2012-03-23,2,1,3,23,0,5,1,1,0.6,0.5909,0.69,0.2537,176
2676,2011-04-26,2,0,4,9,0,2,1,1,0.64,0.6061,0.73,0.3582,199
3998,2011-06-20,2,0,6,11,0,1,1,2,0.6,0.5758,0.78,0.1045,94
4299,2011-07-03,3,0,7,0,0,0,0,1,0.7,0.6515,0.58,0.2239,144
8925,2012-01-12,1,1,1,17,0,4,1,1,0.46,0.4545,0.63,0.1642,495
5185,2011-08-08,3,0,8,22,0,1,1,1,0.76,0.7121,0.58,0.1045,147
3135,2011-05-15,2,0,5,12,0,0,0,1,0.62,0.5909,0.73,0.2985,367
9259,2012-01-26,1,1,1,16,0,4,1,2,0.4,0.4091,0.71,0.0896,224
5874,2011-09-07,3,0,9,5,0,3,1,2,0.56,0.5303,1,0.1343,16
9092,2012-01-19,1,1,1,17,0,4,1,2,0.26,0.2273,0.44,0.3284,385
12231,2012-05-29,2,1,5,19,0,2,1,1,0.78,0.7121,0.52,0.3582,526
14227,2012-08-20,3,1,8,23,0,1,1,2,0.6,0.5606,0.83,0,102
14632,2012-09-06,3,1,9,20,0,4,1,1,0.66,0.6061,0.78,0.2239,406
5153,2011-08-07,3,0,8,14,0,0,0,1,0.86,0.803,0.47,0.194,322
11656,2012-05-05,2,1,5,20,0,6,0,1,0.6,0.5758,0.78,0.2537,309
3578,2011-06-02,2,0,6,23,0,4,1,1,0.62,0.6212,0.35,0.2239,112
10458,2012-03-16,1,1,3,20,0,5,1,1,0.46,0.4545,0.88,0,235
2962,2011-05-08,2,0,5,7,0,0,0,2,0.46,0.4545,0.82,0,23
1354,2011-03-01,1,0,3,16,0,2,1,1,0.34,0.3485,0.34,0.0896,102
7230,2011-11-02,4,0,11,20,0,3,1,1,0.4,0.4091,0.66,0.1343,182
15625,2012-10-18,4,1,10,5,0,4,1,1,0.44,0.4394,0.82,0.2239,42
2550,2011-04-21,2,0,4,3,0,4,1,2,0.46,0.4545,0.51,0.4627,7
10116,2012-03-02,1,1,3,13,0,5,1,1,0.42,0.4242,0.44,0.2239,222
12803,2012-06-22,3,1,6,15,0,5,1,1,0.9,0.8182,0.35,0.3582,284
13977,2012-08-10,3,1,8,13,0,5,1,2,0.76,0.7121,0.58,0.3582,290
3571,2011-06-02,2,0,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925,318
6658,2011-10-09,4,0,10,23,0,0,0,1,0.5,0.4848,0.88,0.1045,123
4932,2011-07-29,3,0,7,9,0,5,1,1,0.86,0.803,0.47,0.2537,179
6725,2011-10-12,4,0,10,18,0,3,1,3,0.54,0.5152,0.94,0.1343,172
2575,2011-04-22,2,0,4,4,0,5,1,1,0.34,0.3182,0.53,0.2836,3
1018,2011-02-15,1,0,2,1,0,2,1,1,0.3,0.2424,0.42,0.7761,5
9844,2012-02-20,1,1,2,2,1,1,0,2,0.24,0.2576,0.87,0.0896,20
5384,2011-08-17,3,0,8,5,0,3,1,1,0.64,0.6061,0.73,0,28
2518,2011-04-19,2,0,4,19,0,2,1,2,0.5,0.4848,0.72,0.194,276
8083,2011-12-08,4,0,12,10,0,4,1,1,0.26,0.2273,0.52,0.3284,110
3773,2011-06-11,2,0,6,2,0,6,0,1,0.7,0.6667,0.79,0.1045,60
13456,2012-07-19,3,1,7,20,0,4,1,1,0.82,0.7727,0.49,0.1642,505
5173,2011-08-08,3,0,8,10,0,1,1,1,0.8,0.7424,0.52,0.3881,124
6634,2011-10-08,4,0,10,23,0,6,0,1,0.48,0.4697,0.88,0,142
13225,2012-07-10,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1343,42
9737,2012-02-15,1,1,2,15,0,3,1,1,0.42,0.4242,0.41,0.2239,171
12134,2012-05-25,2,1,5,18,0,5,1,1,0.76,0.7121,0.62,0.194,522
2083,2011-04-01,2,0,4,15,0,5,1,1,0.34,0.303,0.46,0.4179,111
2947,2011-05-07,2,0,5,16,0,6,0,1,0.6,0.6212,0.38,0.194,342
12737,2012-06-19,2,1,6,21,0,2,1,1,0.76,0.7121,0.62,0.1642,276
6145,2011-09-18,3,0,9,14,0,0,0,2,0.58,0.5455,0.56,0.1343,311
451,2011-01-20,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,152
6007,2011-09-12,3,0,9,20,0,1,1,1,0.66,0.6212,0.65,0,299
5492,2011-08-21,3,0,8,17,0,0,0,1,0.72,0.697,0.79,0.1343,270
12755,2012-06-20,2,1,6,15,0,3,1,1,0.9,0.8182,0.35,0,179
5892,2011-09-07,3,0,9,23,0,3,1,3,0.62,0.5455,0.94,0.194,24
8730,2012-01-04,1,1,1,13,0,3,1,2,0.14,0.1212,0.43,0.2537,91
4442,2011-07-08,3,0,7,23,0,5,1,2,0.66,0.6061,0.78,0.0896,151
9323,2012-01-29,1,1,1,8,0,0,0,1,0.18,0.197,0.4,0.1343,70
16364,2012-11-19,4,1,11,13,0,1,1,1,0.44,0.4394,0.54,0.2537,251
16266,2012-11-15,4,1,11,11,0,4,1,2,0.34,0.3333,0.61,0.1343,166
7759,2011-11-24,4,0,11,21,1,4,0,1,0.36,0.3485,0.71,0.1642,26
10102,2012-03-01,1,1,3,23,0,4,1,1,0.36,0.3485,0.5,0.2239,85
3370,2011-05-25,2,0,5,7,0,3,1,1,0.62,0.5909,0.73,0.1343,313
12325,2012-06-02,2,1,6,17,0,6,0,1,0.64,0.6212,0.36,0,586
3074,2011-05-12,2,0,5,23,0,4,1,2,0.54,0.5152,0.77,0.194,103
15618,2012-10-17,4,1,10,22,0,3,1,1,0.46,0.4545,0.88,0.2537,215
4652,2011-07-17,3,0,7,17,0,0,0,1,0.8,0.7424,0.49,0.3881,369
4623,2011-07-16,3,0,7,12,0,6,0,1,0.76,0.6818,0.43,0.2836,463
52,2011-01-03,1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,30
6981,2011-10-23,4,0,10,11,0,0,0,1,0.46,0.4545,0.72,0.1642,333
12472,2012-06-08,2,1,6,20,0,5,1,1,0.72,0.6515,0.32,0.1343,408
5766,2011-09-02,3,0,9,16,0,5,1,2,0.7,0.6515,0.61,0.1343,381
9761,2012-02-16,1,1,2,15,0,4,1,3,0.34,0.3636,0.76,0,53
11491,2012-04-28,2,1,4,23,0,6,0,2,0.38,0.3939,0.76,0.0896,42
2629,2011-04-24,2,0,4,10,0,0,0,1,0.6,0.5758,0.78,0.1642,289
2449,2011-04-16,2,0,4,22,0,6,0,3,0.42,0.4242,1,0,24
9831,2012-02-19,1,1,2,13,0,0,0,1,0.3,0.303,0.49,0.1642,261
3024,2011-05-10,2,0,5,21,0,2,1,1,0.54,0.5152,0.52,0,203
16209,2012-11-13,4,1,11,2,0,2,1,3,0.36,0.3182,0.87,0.4478,11
418,2011-01-19,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,47
11578,2012-05-02,2,1,5,14,0,3,1,1,0.62,0.6061,0.69,0.0896,240
15627,2012-10-18,4,1,10,7,0,4,1,1,0.44,0.4394,0.88,0.2537,508
6931,2011-10-21,4,0,10,9,0,5,1,2,0.42,0.4242,0.58,0.1343,222
12816,2012-06-23,3,1,6,4,0,6,0,2,0.64,0.5758,0.83,0.1642,19
12632,2012-06-15,2,1,6,12,0,5,1,1,0.7,0.6364,0.45,0.1642,403
6028,2011-09-13,3,0,9,17,0,2,1,1,0.74,0.6667,0.51,0.2239,579
7526,2011-11-15,4,0,11,4,0,2,1,1,0.56,0.5303,0.64,0.2985,7
8400,2011-12-21,1,0,12,15,0,3,1,2,0.48,0.4697,0.88,0.3881,61
4506,2011-07-11,3,0,7,15,0,1,1,1,0.86,0.8485,0.56,0.4179,146
901,2011-02-10,1,0,2,0,0,4,1,3,0.14,0.1364,0.86,0.194,16
11360,2012-04-23,2,1,4,12,0,1,1,3,0.34,0.303,0.71,0.3582,129
10332,2012-03-11,1,1,3,14,0,0,0,1,0.46,0.4545,0.31,0.2836,501
11525,2012-04-30,2,1,4,9,0,1,1,2,0.4,0.4091,0.43,0.194,268
13232,2012-07-10,3,1,7,12,0,2,1,1,0.8,0.7121,0.41,0.1343,272
8664,2012-01-01,1,1,1,18,0,0,0,3,0.46,0.4545,0.59,0.2537,106
1295,2011-02-27,1,0,2,2,0,0,0,1,0.26,0.2727,0.87,0.1343,22
6550,2011-10-05,4,0,10,11,0,3,1,1,0.6,0.6212,0.46,0.2836,170
5299,2011-08-13,3,0,8,16,0,6,0,2,0.7,0.6667,0.74,0.2836,281
15556,2012-10-15,4,1,10,8,0,1,1,2,0.6,0.6061,0.64,0.3881,737
1264,2011-02-25,1,0,2,19,0,5,1,1,0.3,0.2727,0.52,0.4478,90
9116,2012-01-20,1,1,1,17,0,5,1,2,0.22,0.2576,0.32,0.0896,349
6295,2011-09-24,4,0,9,20,0,6,0,1,0.62,0.5758,0.83,0,243
6263,2011-09-23,4,0,9,12,0,5,1,3,0.62,0.5455,0.94,0.1045,29
13053,2012-07-03,3,1,7,1,0,2,1,1,0.72,0.6667,0.58,0,14
13520,2012-07-22,3,1,7,12,0,0,0,2,0.7,0.6515,0.7,0.1045,504
5129,2011-08-06,3,0,8,14,0,6,0,1,0.82,0.7727,0.52,0.2537,380
8968,2012-01-14,1,1,1,12,0,6,0,1,0.22,0.2121,0.41,0.2537,219
4874,2011-07-26,3,0,7,23,0,2,1,1,0.76,0.7121,0.58,0.1045,89
9876,2012-02-21,1,1,2,12,0,2,1,2,0.3,0.2727,0.56,0.3881,163
6224,2011-09-21,3,0,9,21,0,3,1,2,0.6,0.5,1,0.0896,200
3741,2011-06-09,2,0,6,18,0,4,1,1,0.88,0.803,0.39,0.2836,466
8613,2011-12-30,1,0,12,15,0,5,1,1,0.42,0.4242,0.44,0,292
12275,2012-05-31,2,1,5,15,0,4,1,1,0.76,0.6667,0.33,0.2985,290
17061,2012-12-18,4,1,12,15,0,2,1,1,0.46,0.4545,0.44,0.4925,246
8633,2011-12-31,1,0,12,11,0,6,0,1,0.42,0.4242,0.71,0.1642,217
16098,2012-11-08,4,1,11,11,0,4,1,1,0.36,0.3333,0.29,0.3881,171
9718,2012-02-14,1,1,2,20,0,2,1,2,0.38,0.3939,0.46,0.1343,184
7966,2011-12-03,4,0,12,13,0,6,0,1,0.36,0.3636,0.5,0.0896,292
12177,2012-05-27,2,1,5,13,0,0,0,1,0.76,0.7121,0.58,0.194,498
1378,2011-03-02,1,0,3,16,0,3,1,1,0.54,0.5152,0.19,0.3284,139
10113,2012-03-02,1,1,3,10,0,5,1,1,0.36,0.3485,0.5,0.1642,132
15921,2012-11-01,4,1,11,1,0,4,1,1,0.3,0.3182,0.75,0.1045,30
14048,2012-08-13,3,1,8,12,0,1,1,1,0.78,0.697,0.4,0.194,276
7027,2011-10-25,4,0,10,9,0,2,1,1,0.48,0.4697,0.55,0.2239,223
16308,2012-11-17,4,1,11,5,0,6,0,1,0.24,0.2424,0.7,0.1642,11
6731,2011-10-13,4,0,10,0,0,4,1,2,0.54,0.5152,0.94,0.1343,15
6578,2011-10-06,4,0,10,15,0,4,1,1,0.58,0.5455,0.46,0.1343,219
2454,2011-04-17,2,0,4,3,0,0,0,1,0.4,0.4091,0.66,0.1343,25
5424,2011-08-18,3,0,8,21,0,4,1,2,0.68,0.6364,0.79,0,149
6345,2011-09-26,4,0,9,22,0,1,1,1,0.62,0.5455,0.94,0.1343,136
12529,2012-06-11,2,1,6,5,0,1,1,1,0.64,0.5909,0.78,0.1343,37
16897,2012-12-11,4,1,12,19,0,2,1,1,0.32,0.303,0.53,0.2239,433
8275,2011-12-16,4,0,12,10,0,5,1,1,0.34,0.303,0.46,0.2985,132
7894,2011-11-30,4,0,11,13,0,3,1,2,0.38,0.3939,0.43,0.3582,147
4383,2011-07-06,3,0,7,12,0,3,1,2,0.74,0.697,0.66,0.0896,152
5854,2011-09-06,3,0,9,9,0,2,1,2,0.54,0.5152,0.81,0.4179,185
7688,2011-11-21,4,0,11,22,0,1,1,3,0.4,0.4091,0.87,0.1343,78
14806,2012-09-14,3,1,9,2,0,5,1,1,0.56,0.5303,0.73,0,30
10779,2012-03-30,2,1,3,5,0,5,1,1,0.32,0.3333,0.61,0.0896,26
13005,2012-07-01,3,1,7,1,0,0,0,1,0.74,0.697,0.7,0.1343,93
8569,2011-12-28,1,0,12,19,0,3,1,1,0.24,0.2273,0.41,0.2537,151
16690,2012-12-03,4,1,12,4,0,1,1,1,0.36,0.3788,0.93,0,5
14936,2012-09-19,3,1,9,12,0,3,1,1,0.6,0.6212,0.43,0.2537,313
15553,2012-10-15,4,1,10,5,0,1,1,2,0.56,0.5303,0.73,0.2836,40
6368,2011-09-27,4,0,9,21,0,2,1,1,0.6,0.5606,0.83,0,196
7683,2011-11-21,4,0,11,17,0,1,1,3,0.42,0.4242,0.94,0.2985,210
6481,2011-10-02,4,0,10,14,0,0,0,3,0.36,0.3485,0.81,0.1642,256
13880,2012-08-06,3,1,8,12,0,1,1,2,0.78,0.7273,0.55,0.0896,285
3415,2011-05-27,2,0,5,4,0,5,1,1,0.64,0.6061,0.69,0.1343,7
8424,2011-12-22,1,0,12,15,0,4,1,2,0.48,0.4697,0.59,0,214
11829,2012-05-13,2,1,5,1,0,0,0,2,0.54,0.5152,0.68,0.1343,94
14636,2012-09-07,3,1,9,0,0,5,1,1,0.64,0.5758,0.89,0.1343,96
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,90
3802,2011-06-12,2,0,6,7,0,0,0,1,0.64,0.5909,0.78,0.1045,34
7524,2011-11-15,4,0,11,2,0,2,1,1,0.56,0.5303,0.64,0.2537,15
9467,2012-02-04,1,1,2,8,0,6,0,1,0.24,0.2879,0.87,0,90
11881,2012-05-15,2,1,5,5,0,2,1,3,0.56,0.5303,0.94,0.2239,8
5060,2011-08-03,3,0,8,17,0,3,1,2,0.7,0.6667,0.79,0,425
12049,2012-05-22,2,1,5,5,0,2,1,3,0.56,0.5303,0.88,0.194,17
11359,2012-04-23,2,1,4,11,0,1,1,2,0.32,0.2879,0.7,0.3582,101
8304,2011-12-17,4,0,12,15,0,6,0,1,0.28,0.2576,0.45,0.2836,228
2424,2011-04-15,2,0,4,21,1,5,0,2,0.4,0.4091,0.76,0.2985,102
3140,2011-05-15,2,0,5,17,0,0,0,3,0.56,0.5303,0.78,0.3582,392
2101,2011-04-02,2,0,4,9,0,6,0,2,0.34,0.3485,0.66,0.1045,87
5120,2011-08-06,3,0,8,5,0,6,0,1,0.64,0.5758,0.89,0.0896,6
14883,2012-09-17,3,1,9,7,0,1,1,1,0.52,0.5,0.77,0,492
13314,2012-07-13,3,1,7,22,0,5,1,1,0.74,0.6667,0.45,0,263
16333,2012-11-18,4,1,11,6,0,0,0,1,0.28,0.2727,0.81,0.1642,15
2282,2011-04-09,2,0,4,22,0,6,0,2,0.36,0.3485,0.93,0.1343,87
7154,2011-10-30,4,0,10,16,0,0,0,1,0.42,0.4242,0.32,0.1343,320
3157,2011-05-16,2,0,5,10,0,1,1,1,0.62,0.6061,0.65,0.0896,112
11948,2012-05-18,2,1,5,0,0,5,1,1,0.52,0.5,0.59,0.1045,70
2495,2011-04-18,2,0,4,20,0,1,1,1,0.6,0.6212,0.33,0.2985,165
6852,2011-10-18,4,0,10,1,0,2,1,2,0.46,0.4545,0.88,0,11
6767,2011-10-14,4,0,10,12,0,5,1,3,0.52,0.5,0.88,0.1642,75
7134,2011-10-29,4,0,10,20,0,6,0,1,0.24,0.2121,0.87,0.3582,47
17008,2012-12-16,4,1,12,10,0,0,0,2,0.36,0.3485,0.87,0.1343,257
2373,2011-04-13,2,0,4,18,0,3,1,1,0.44,0.4394,0.62,0.3881,321
15088,2012-09-25,4,1,9,20,0,2,1,1,0.6,0.6212,0.56,0.2985,425
13530,2012-07-22,3,1,7,22,0,0,0,1,0.7,0.6667,0.74,0.194,191
11556,2012-05-01,2,1,5,16,0,2,1,1,0.74,0.6667,0.45,0.194,354
14518,2012-09-02,3,1,9,2,0,0,0,1,0.66,0.5909,0.89,0,84
2468,2011-04-17,2,0,4,17,0,0,0,1,0.56,0.5303,0.3,0.4478,306
14114,2012-08-16,3,1,8,6,0,4,1,1,0.6,0.5758,0.78,0.1642,165
3894,2011-06-16,2,0,6,3,0,4,1,2,0.56,0.5303,0.73,0.0896,4
14854,2012-09-16,3,1,9,2,0,0,0,1,0.52,0.5,0.63,0,89
16905,2012-12-12,4,1,12,3,0,3,1,1,0.26,0.2727,0.6,0.1343,10
1335,2011-02-28,1,0,2,21,0,1,1,2,0.38,0.3939,0.87,0.3881,80
10426,2012-03-15,1,1,3,12,0,4,1,2,0.62,0.6212,0.5,0.1343,265
17227,2012-12-25,1,1,12,15,1,2,0,1,0.36,0.3333,0.5,0.2537,107
6249,2011-09-22,3,0,9,22,0,4,1,2,0.62,0.5152,1,0.0896,187
12056,2012-05-22,2,1,5,12,0,2,1,2,0.62,0.5909,0.78,0.1045,254
16655,2012-12-01,4,1,12,17,0,6,0,2,0.34,0.3485,0.76,0.1045,320
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,20
2821,2011-05-02,2,0,5,10,0,1,1,2,0.54,0.5152,0.77,0.2239,108
4828,2011-07-25,3,0,7,1,0,1,1,2,0.76,0.7424,0.75,0.0896,12
7250,2011-11-03,4,0,11,16,0,4,1,1,0.52,0.5,0.48,0.194,267
3382,2011-05-25,2,0,5,19,0,3,1,1,0.7,0.6515,0.61,0.1343,405
2812,2011-05-02,2,0,5,1,0,1,1,1,0.46,0.4545,0.72,0.1343,114
12556,2012-06-12,2,1,6,8,0,2,1,2,0.62,0.5606,0.88,0.2239,613
14683,2012-09-08,3,1,9,23,0,6,0,2,0.58,0.5455,0.73,0.1642,133
1935,2011-03-26,2,0,3,9,0,6,0,1,0.24,0.2424,0.41,0.1343,100
9829,2012-02-19,1,1,2,11,0,0,0,2,0.26,0.2273,0.56,0.3284,226
8809,2012-01-07,1,1,1,20,0,6,0,1,0.5,0.4848,0.39,0.2537,170
17309,2012-12-29,1,1,12,1,0,6,0,2,0.24,0.2424,0.75,0.0896,37
8819,2012-01-08,1,1,1,6,0,0,0,2,0.3,0.3333,0.52,0,2
12594,2012-06-13,2,1,6,22,0,3,1,1,0.62,0.6212,0.5,0.2985,238
2270,2011-04-09,2,0,4,10,0,6,0,2,0.34,0.3333,0.87,0.1343,133
1718,2011-03-17,1,0,3,5,0,4,1,1,0.32,0.3333,0.76,0.1045,13
13418,2012-07-18,3,1,7,6,0,3,1,1,0.72,0.6818,0.7,0.1642,162
14529,2012-09-02,3,1,9,13,0,0,0,3,0.72,0.697,0.74,0.0896,493
1462,2011-03-06,1,0,3,4,0,0,0,2,0.42,0.4242,0.88,0.3582,3
15649,2012-10-19,4,1,10,5,0,5,1,2,0.54,0.5152,0.88,0,36
5014,2011-08-01,3,0,8,19,0,1,1,1,0.74,0.6667,0.51,0.2239,413
3898,2011-06-16,2,0,6,7,0,4,1,3,0.56,0.5303,0.78,0.1642,188
14963,2012-09-20,3,1,9,15,0,4,1,1,0.66,0.6212,0.47,0.194,291
1338,2011-03-01,1,0,3,0,0,2,1,1,0.3,0.2727,0.7,0.4627,7
1267,2011-02-25,1,0,2,22,0,5,1,1,0.26,0.2121,0.48,0.4478,50
5466,2011-08-20,3,0,8,15,0,6,0,1,0.8,0.7273,0.43,0.194,390
1359,2011-03-01,1,0,3,21,0,2,1,1,0.26,0.303,0.56,0,63
14235,2012-08-21,3,1,8,7,0,2,1,1,0.6,0.5758,0.78,0.1045,519
9144,2012-01-21,1,1,1,21,0,6,0,1,0.18,0.1515,0.74,0.3284,69
9841,2012-02-19,1,1,2,23,0,0,0,2,0.22,0.2273,0.93,0.1642,35
10254,2012-03-08,1,1,3,7,0,4,1,1,0.42,0.4242,0.77,0.3582,334
11802,2012-05-11,2,1,5,22,0,5,1,1,0.56,0.5303,0.35,0.2239,234
6857,2011-10-18,4,0,10,6,0,2,1,1,0.46,0.4545,0.82,0.0896,109
5742,2011-09-01,3,0,9,16,0,4,1,1,0.74,0.6667,0.51,0.194,308
4047,2011-06-22,3,0,6,12,0,3,1,2,0.8,0.7727,0.59,0.2239,188
4678,2011-07-18,3,0,7,19,0,1,1,1,0.8,0.7576,0.55,0.2239,398
3327,2011-05-23,2,0,5,12,0,1,1,1,0.68,0.6364,0.69,0.3881,204
949,2011-02-12,1,0,2,3,0,6,0,1,0.12,0.197,0.8,0,10
12957,2012-06-29,3,1,6,1,0,5,1,1,0.74,0.6667,0.51,0.1642,42
3188,2011-05-17,2,0,5,17,0,2,1,1,0.62,0.6061,0.65,0.4179,604
427,2011-01-19,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,112
11533,2012-04-30,2,1,4,17,0,1,1,1,0.56,0.5303,0.6,0.1642,683
10333,2012-03-11,1,1,3,15,0,0,0,1,0.5,0.4848,0.29,0.2985,487
3951,2011-06-18,2,0,6,12,0,6,0,1,0.74,0.697,0.66,0.0896,420
14624,2012-09-06,3,1,9,12,0,4,1,2,0.72,0.697,0.79,0.2239,137
14042,2012-08-13,3,1,8,6,0,1,1,1,0.62,0.5909,0.73,0.0896,159
3280,2011-05-21,2,0,5,13,0,6,0,1,0.7,0.6364,0.45,0,462
12613,2012-06-14,2,1,6,17,0,4,1,1,0.72,0.6667,0.48,0.2239,867
7556,2011-11-16,4,0,11,10,0,3,1,3,0.46,0.4545,0.94,0,36
4447,2011-07-09,3,0,7,4,0,6,0,1,0.64,0.5758,0.83,0.2239,6
